#,PLAYER,Team,Positions,Age,Value,Name,original_key,metadata,injury_body_part,depth_chart_order,sportradar_id,team_abbr,oddsjam_id,birth_date,active,stats_id,search_last_name,espn_id,full_name,search_rank,years_exp,player_id,fantasy_data_id,kalshi_id,yahoo_id,practice_participation,injury_start_date,depth_chart_position,injury_notes,status,gsis_id,competitions,age,practice_description,news_updated,hashtag,player_shard,last_name,birth_city,rotoworld_id,weight,team_changed_at,injury_status,sport,fantasy_positions,birth_country,team,opta_id,height,swish_id,college,search_full_name,first_name,high_school,position,pandascore_id,rotowire_id,birth_state,search_first_name,number,id,fullName,experience
448,Saddiq Bey,NO,"SF,PF",26.6,423.2777529264531,Saddiq Bey,2131,"{'channel_id': '1116938665327624192', 'fantasy_positions': 'SF'}",,2.0,d531a451-6377-4942-a26f-3507d60fb36b,,6EC9A345019D,1999-04-09,True,,bey,,Saddiq Bey,558.0,5.0,2131,20002544.0,a63c5df9-d7d6-4a12-93f2-10c7b4911c23,,,,SF,,ACT,,[],26.0,,1762446003949.0,#saddiqbey-NBA-NOP-41,0,Bey,,,215,,,nba,"['PF', 'SF']",,NOP,,80,1138653.0,Villanova,saddiqbey,Saddiq,Sidwell Friends School (MD),SF,,5182.0,,saddiq,41.0,4397136,Saddiq Bey,5.0
449,Buddy Hield,GS,"SG,SF",32.9,418.4008854497715,Buddy Hield,1707,{'channel_id': '1114681381876690944'},,2.0,795f46f2-c78d-4f1d-9ee2-4331c1cc8184,,5F5DDCEC046C,1992-12-17,True,,hield,,Buddy Hield,153.0,9.0,1707,20001673.0,383eab80-5509-470a-976d-3b960b1780fa,,,,SG,,ACT,,[],32.0,,1762366520523.0,#buddyhield-NBA-GSW-7,5,Hield,,,220,,,nba,"['SF', 'SG']",,GSW,,76,697086.0,Oklahoma,buddyhield,Buddy,Sunrise Christian Academy (KS),SG,,3884.0,,buddy,7.0,2990984,Buddy Hield,9.0
450,Boogie Ellis,SAC,,24.9,413.53501430142023,Boogie Ellis,2862,{'channel_id': '1146661950634098688'},,,9f410a46-3836-4542-adda-8a11e4f7d4b4,,AE12CE19D4A4D1CB,2000-12-12,True,,ellis,,Boogie Ellis,619.0,0.0,2862,,,,,,,,FA,,[],24.0,,1752708038912.0,#boogieellis-NBA-FA,9,Ellis,,,190,,,nba,"['PG', 'SG']",,,,73,1175099.0,USC,boogieellis,Boogie,,PG,,6319.0,,boogie,,,,
451,Josh Richardson,MIA,"PG,SG",32.1,408.68009000404163,Josh Richardson,1644,{'channel_id': '1113936525667598336'},Heel,,ef11cca9-6605-44e8-943e-193c7b821465,,DD6614DBD88D,1993-09-15,True,,richardson,,Josh Richardson,786.0,9.0,1644,,,,,,,Inflammation,FA,,[],32.0,,1738879552529.0,#joshrichardson-NBA-FA,2,Richardson,,,200,,DTD,nba,"['PG', 'SG']",,,,77,604288.0,Tennessee,joshrichardson,Josh,Santa Fe (OK),SG,,3770.0,,josh,,,,
452,Precious Achiuwa,NY,"PF,C",26.1,403.8360634134624,Precious Achiuwa,2152,{'channel_id': '1124473337477603328'},,2.0,3dbbb869-88a8-44f2-ac36-46fd0f5d825c,,743B8A84CF70,1999-09-19,True,,achiuwa,,Precious Achiuwa,534.0,5.0,2152,20002545.0,,,,,PF,,ACT,,[],26.0,,1762418700367.0,#preciousachiuwa-NBA-SAC-9,5,Achiuwa,,,243,,,nba,['C'],,SAC,,80,1175124.0,Memphis,preciousachiuwa,Precious,Montverde Academy (FL),C,,5249.0,,precious,9.0,4431679,Precious Achiuwa,5.0
453,Kelly Oubre Jr.,PHI,"SF,PF",29.9,399.0028857157031,Kelly Oubre,1604,{'channel_id': '1113936494730412032'},,1.0,7dfa0971-96be-4705-9811-f9f54758145f,,1C69A2700F03,1995-12-09,True,,oubre,,Kelly Oubre,138.0,10.0,1604,20001393.0,605cfa20-dc8e-4c44-90bd-1ee476ec4138,,,,SF,,ACT,,[],29.0,,1762409460219.0,#kellyoubre-NBA-PHI-9,1,Oubre,,,203,,,nba,"['PF', 'SF']",,PHI,,80,843271.0,Kansas,kellyoubre,Kelly,Findlay Prep (NV),PF,,3721.0,,kelly,9.0,3133603,Kelly Oubre Jr.,10.0
454,Terance Mann,BKN,"SG,SF",29.1,394.180508424035,Terance Mann,2074,{'channel_id': '1113936521192275968'},,1.0,a6cc820a-8dce-40aa-840c-f0c94cfa9e46,,5D2ECD06F98C,1996-10-18,True,,mann,,Terance Mann,513.0,6.0,2074,20002312.0,c073f4e1-d502-43f6-a81a-97173fe75fd4,,,,PG,,ACT,,[],29.0,,1762529706649.0,#terancemann-NBA-BKN-14,1,Mann,,,215,,,nba,"['SF', 'SG']",,BKN,,78,879504.0,Florida State,terancemann,Terance,Tilton School (NH),SF,,4860.0,,terance,14.0,3907823,Terance Mann,6.0
455,Rui Hachimura,LAL,"SF,PF",27.7,389.36888337604614,Rui Hachimura,2020,{'channel_id': '1113936506935836672'},,1.0,5bfc9a4c-deb7-4f37-a784-5d99ada863cb,,744F7C5CA248,1998-02-08,True,,hachimura,,Rui Hachimura,150.0,6.0,2020,20002275.0,42215952-20e6-4c4f-9f07-9f6ed2f0fa18,,,,PF,,ACT,,[],27.0,,1762265112197.0,#ruihachimura-NBA-LAL-28,6,Hachimura,,,230,,,nba,"['PF', 'SF']",,LAL,,80,955893.0,Gonzaga,ruihachimura,Rui,Meisei (JPN),SF,,4778.0,,rui,28.0,4066648,Rui Hachimura,6.0
456,Jonas Valanciunas,DEN,C,33.5,384.56796273077816,Jonas Valanciunas,1319,{'channel_id': '1113936496986947584'},,2.0,c8788ad2-89f7-4ec9-a22b-dcaf6190889b,,752BAAB03E17,1992-05-06,True,,valanciunas,,Jonas Valančiūnas,145.0,13.0,1319,20000455.0,7cca2e77-305b-4738-ad2d-2d81b0671cd0,,,,C,,ACT,,[],33.0,,1762274413101.0,#jonasvalanciunas-NBA-DEN-17,8,Valančiūnas,,,265,,,nba,['C'],,DEN,,83,599780.0,,jonasvalanciunas,Jonas,,C,,3190.0,,jonas,17.0,6477,Jonas Valanciunas,13.0
457,Julian Strawther,DEN,"SG,SF",23.6,379.77769896584505,Julian Strawther,2589,{'channel_id': '1113936537143214080'},,4.0,39111764-a140-4086-9220-fd4264d9072d,,7755E7E8487C,2002-04-18,True,,strawther,,Julian Strawther,654.0,2.0,2589,20003071.0,56f17244-0da2-4884-a74a-d47744c3259d,,,,SG,,ACT,,[],23.0,,1762392058278.0,#julianstrawther-NBA-DEN-3,9,Strawther,,,205,,,nba,"['SF', 'SG']",,DEN,,78,1241584.0,Gonzaga,julianstrawther,Julian,Liberty (NV),SF,,5915.0,,julian,3.0,4432181,Julian Strawther,2.0
458,Damion Lee,PHO,"SG,SF",33.0,374.99804487463734,Damion Lee,1807,{'channel_id': '1114273690423394304'},,,0d9274b1-878c-44e3-8284-2c1f321d148b,,4A36456D961C,1992-10-21,True,,lee,,Damion Lee,327.0,6.0,1807,20001791.0,,,,,,,FA,,[],33.0,,1743054618340.0,#damionlee-NBA-FA,0,Lee,,,210,,,nba,"['SF', 'SG']",,,,78,609081.0,Louisville,damionlee,Damion,St. Thomas More (CT),SF,,3947.0,,damion,,2595209,Damion Lee,7.0
459,Bruce Brown,DEN,SG,29.2,370.2289535635082,Bruce Brown,1909,{'channel_id': '1113936520093368320'},,2.0,fc058e75-1015-4bbe-8fab-925d5f6d83fb,,CF75D79DC2BD,1996-08-15,True,,brown,,Bruce Brown,562.0,7.0,1909,20002040.0,642398f1-d99a-4132-a6b6-7233259aec3f,,,,PG,,ACT,,[],29.0,,1762278314478.0,#brucebrown-NBA-DEN-11,5,Brown,,,202,,,nba,"['PG', 'SF', 'SG']",,DEN,,76,941834.0,Miami (FL),brucebrown,Bruce,Vermont Academy (VT),SG,,4403.0,,bruce,11.0,4065670,Bruce Brown,7.0
460,Isaac Okoro,CHI,"SF,PF",24.8,365.4703784490266,Isaac Okoro,2120,{'channel_id': '1113936489957294080'},,1.0,d13849d9-a696-44af-84a1-3196132c3ecd,,8B5AE205C289,2001-01-26,True,,okoro,,Isaac Okoro,541.0,5.0,2120,20002530.0,f8f0ddf3-54aa-4c03-97c8-233022cc5d3a,,,,SF,,ACT,,[],24.0,,1762372821996.0,#isaacokoro-NBA-CHI-35,5,Okoro,,,225,,,nba,"['PF', 'SF']",,CHI,,76,1193432.0,Auburn,isaacokoro,Isaac,McEachern (GA),SF,,5264.0,,isaac,35.0,4432822,Isaac Okoro,5.0
461,Derrick Jones Jr.,LAC,"SF,PF",28.7,360.7222732552473,Derrick Jones,1736,{'channel_id': '1113936520315666432'},,1.0,54cf6e06-9172-44b8-8d3b-ea1b6926553d,,8C8469491DEA,1997-02-15,True,,jones,,Derrick Jones,519.0,9.0,1736,20001796.0,a0efcc22-65e6-45a1-a474-6df949cd1613,,,,PF,,ACT,,[],28.0,,1762349118968.0,#derrickjones-NBA-LAC-5,8,Jones,,,210,,,nba,"['C', 'PF']",,LAC,,78,892925.0,UNLV,derrickjones,Derrick,Archbishop Carroll (PA),PF,,4083.0,,derrick,5.0,3936099,Derrick Jones Jr.,9.0
462,Brandon Clarke,MEM,"PF,C",29.1,355.9845920109983,Brandon Clarke,2041,{'channel_id': '1113936505962758144'},Knee,6.0,c978afe7-cf22-45fc-8d0f-da8f867eb5ee,,C428D411DF56,1996-09-19,True,,clarke,,Brandon Clarke,450.0,6.0,2041,20002283.0,,,,,C,Surgery,ACT,,[],29.0,,1758967828381.0,#brandonclarke-NBA-MEM-15,5,Clarke,,,215,,Out,nba,"['C', 'PF']",,MEM,,80,892914.0,Gonzaga,brandonclarke,Brandon,Desert Vista (AZ),PF,,4819.0,,brandon,15.0,3906665,Brandon Clarke,6.0
463,Daniel Theis,NO,C,33.6,351.25728904722746,Daniel Theis,1824,{'channel_id': '1116085479318499328'},,,e18e9d0a-97b9-470d-b0a6-0c401ae0e0a0,,F40696C646CA,1992-04-04,True,,theis,,Daniel Theis,802.0,7.0,1824,,,,,,,,FA,,[],33.0,,1739294710425.0,#danieltheis-NBA-FA,0,Theis,,,245,,,nba,['C'],,,,80,1066725.0,,danieltheis,Daniel,,C,,3523.0,,daniel,,,,
464,Ziaire Williams,BKN,"SG,SF",24.2,346.5403189943445,Ziaire Williams,2280,{'channel_id': '1113936504364728320'},,2.0,1c9a1c2e-3e3b-439e-8d72-0b41b17e4ba9,,C4C84A5A054A,2001-09-12,True,,williams,,Ziaire Williams,489.0,4.0,2280,20002656.0,465706f0-e83a-42ad-bddd-a4c2cd5fae91,,,,SF,,ACT,,[],24.0,,1762221608667.0,#ziairewilliams-NBA-BKN-1,8,Williams,,,185,,,nba,"['PF', 'SF', 'SG']",,BKN,,81,1231313.0,Stanford,ziairewilliams,Ziaire,Sierra Canyon (CA),SF,,5400.0,,ziaire,1.0,4433137,Ziaire Williams,4.0
465,Ousmane Dieng,OKC,"PF,C",22.5,341.8336367796237,Ousmane Dieng,2482,{'channel_id': '1113936532202323968'},,4.0,9e0b879c-8be6-445e-a437-a3bf18130b9c,,719E3A67B741,2003-05-21,True,,dieng,,Ousmane Dieng,317.0,3.0,2482,20002880.0,d1bdb658-7142-472b-b51d-d74cb4d90d9b,,,,PF,,ACT,,[],22.0,,1762220708564.0,#ousmanedieng-NBA-OKC-13,7,Dieng,,,185,,,nba,"['C', 'PF', 'SF']",,OKC,,81,1375876.0,,ousmanedieng,Ousmane,,PF,,5695.0,,ousmane,13.0,4997526,Ousmane Dieng,3.0
466,Bones Hyland,MIN,PG,25.1,337.13719762460823,Bones Hyland,2303,{'channel_id': '1113936520647016448'},,4.0,7ad01370-ae8e-40ae-b70d-61f6d8dba8d9,,8DC3E713C45B,2000-09-14,True,,hyland,,Bones Hyland,388.0,4.0,2303,20002701.0,,,,,PG,,ACT,,[],25.0,,1762098058539.0,#boneshyland-NBA-MIN-8,3,Hyland,,,169,,,nba,"['PG', 'SG']",,MIN,,74,1178199.0,VCU,boneshyland,Bones,St. Georges Tech (DE),PG,,5397.0,,bones,8.0,4592492,Bones Hyland,4.0
467,James Wiseman,IND,C,24.6,332.4509570425562,James Wiseman,2122,"{'channel_id': '1113936491345608704', 'injury_override_regular_2021_21': 'IR'}",,,5228b552-2eb0-4476-96c2-f3c9f82a7a35,,05449AE56F55,2001-03-31,True,,wiseman,,James Wiseman,383.0,5.0,2122,20002527.0,,,,,,,FA,,[],24.0,,1761605753052.0,#jameswiseman-NBA-FA,1,Wiseman,,,240,,,nba,['C'],,,,83,1175120.0,Memphis,jameswiseman,James,East (TN),C,,5100.0,,james,,4432808,James Wiseman,5.0
468,Brook Lopez,LAC,C,37.6,327.7748708359177,Brook Lopez,1178,{'channel_id': '1113936526972026880'},,2.0,c179fb5c-9845-4e37-aef7-6e00d97548eb,,B411AB68C551,1988-04-01,True,,lopez,,Brook Lopez,149.0,17.0,1178,20000588.0,0be3d8cd-ec75-442f-9b05-b6acaac19315,,,,C,,ACT,,[],37.0,,1762270812738.0,#brooklopez-NBA-LAC-11,9,Lopez,,,282,,,nba,['C'],,LAC,,85,330047.0,Stanford,brooklopez,Brook,San Joaquin Memorial (CA),C,,2918.0,,brook,11.0,3448,Brook Lopez,17.0
469,Aaron Wiggins,OKC,"SG,SF",26.8,323.1088950938265,Aaron Wiggins,2299,{'channel_id': '1113936532747583488'},Thigh,2.0,d3b28775-473d-471a-8452-e913f4347f0f,,E38C5940D33A,1999-01-02,True,,wiggins,,Aaron Wiggins,474.0,4.0,2299,20002714.0,7576d7ff-b42d-446f-bce0-71d63e8cd098,,,,PF,Strain,ACT,,[],26.0,,1762515005667.0,#aaronwiggins-NBA-OKC-21,1,Wiggins,,,190,,Out,nba,"['PF', 'SF', 'SG']",,OKC,,77,1133788.0,Maryland,aaronwiggins,Aaron,Wesleyan Christian Academy (NC),SF,,5412.0,,aaron,21.0,4397183,Aaron Wiggins,4.0
470,Marvin Bagley III,WAS,"PF,C",26.7,318.45298618963534,Marvin Bagley,1986,"{'channel_id': '1113936497100193792', 'fantasy_positions': 'C,PF'}",,2.0,e86c1439-4ef0-4530-9c41-c3a682962eb3,,077D7F3D9F77,1999-03-14,True,,bagley,,Marvin Bagley,591.0,7.0,1986,20001995.0,5deb2156-eb33-4bbf-a2d3-ea2d77e35abf,,,,C,,ACT,,[],26.0,,1761857731176.0,#marvinbagley-NBA-WAS-35,7,Bagley,,,235,,,nba,['C'],,WAS,,82,1076209.0,Duke,marvinbagley,Marvin,Sierra Canyon School (CA),C,,4397.0,,marvin,35.0,4277848,Marvin Bagley III,7.0
471,Ben Sheppard,IND,"SG,SF",24.3,313.8071007784565,Ben Sheppard,2562,{'channel_id': '1113936490984898560'},,2.0,3b40df6a-55ba-40a2-b6b8-ab8ae114dfc3,,93CB7ABFB896,2001-07-16,True,,sheppard,,Ben Sheppard,586.0,2.0,2562,20003070.0,aeb89ae8-9b87-4336-95b8-d1620d705c5c,,,,SG,,ACT,,[],24.0,,1762441203655.0,#bensheppard-NBA-IND-26,8,Sheppard,,,190,,,nba,"['SF', 'SG']",,IND,,78,1175324.0,Belmont,bensheppard,Ben,Greater Atlanta Christian (GA),SG,,6033.0,,ben,26.0,4433076,Ben Sheppard,2.0
472,Moritz Wagner,ORL,C,28.5,309.17119579475,Moritz Wagner,1932,{'channel_id': '1113949036118802432'},Knee,6.0,f1f258c2-9bcf-4e33-ba9e-563e95084893,,FD5F3C5A0A65,1997-04-26,True,,wagner,,Moritz Wagner,559.0,7.0,1932,20002036.0,af1aef60-b02f-4d7f-b9da-fc76ea7f6c31,,,,C,Surgery,ACT,,[],28.0,,1762464900791.0,#moritzwagner-NBA-ORL-21,1,Wagner,,,245,,Out,nba,"['C', 'PF']",,ORL,,83,882387.0,Michigan,moritzwagner,Moritz,,C,,4389.0,,moritz,21.0,3150844,Moritz Wagner,7.0
473,Naji Marshall,DAL,"SF,PF",27.8,304.54522844992425,Naji Marshall,2233,{'channel_id': '1113936528645554176'},,2.0,a15f73b1-f757-4af2-b09a-f0185e09c8bf,,24BF7699D4C0,1998-01-24,True,,marshall,,Naji Marshall,206.0,5.0,2233,20002600.0,f614a5c0-42ba-4187-b40a-e0c298d65091,,,,PF,,ACT,,[],27.0,,1762272912872.0,#najimarshall-NBA-DAL-13,2,Marshall,,,220,,,nba,"['PF', 'SF', 'SG']",,DAL,,78,1060704.0,Xavier,najimarshall,Naji,Hargrave Military Academy (VA),SF,,5204.0,,naji,13.0,4278594,Naji Marshall,5.0
474,Dillon Brooks,PHO,"SF,PF",29.8,299.9291562299677,Dillon Brooks,1792,{'channel_id': '1113936508965879808'},Groin,1.0,72a6489b-ad35-4f06-8a4f-a68ea1052f7b,,8A27A30C7CB9,1996-01-22,True,,brooks,,Dillon Brooks,166.0,8.0,1792,20001873.0,4f37758f-6499-4692-b0d6-7c0aafc58cef,,,,SF,Soreness,ACT,,[],29.0,,1762566053722.0,#dillonbrooks-NBA-PHX-3,6,Brooks,,,225,,DTD,nba,"['PF', 'SF', 'SG']",,PHX,,79,854601.0,Oregon,dillonbrooks,Dillon,Findlay Prep (NV),SF,,4125.0,,dillon,3.0,3155526,Dillon Brooks,8.0
475,Grant Williams,CHA,"PF,C",26.9,295.3229368931061,Grant Williams,2061,"{'channel_id': '1113936499545473024', 'injury_override_regular_2025_1': 'Out'}",Knee,2.0,59209028-6712-47ef-b87c-bdb19f91523b,,446BBA5A1A72,1998-11-30,True,,williams,,Grant Williams,594.0,6.0,2061,20002278.0,840aa2b8-dc28-4a71-a899-76844bc24ebd,,,,PF,Surgery,ACT,,[],26.0,,1762467901159.0,#grantwilliams-NBA-CHA-2,1,Williams,,,236,,Out,nba,['PF'],,CHA,,79,949273.0,Tennessee,grantwilliams,Grant,Providence Day School (NC),PF,,4814.0,,grant,2.0,4066218,Grant Williams,6.0
476,Kevin Porter Jr.,MIL,"PG,SG",25.5,290.72652846747224,Kevin Porter,2009,{'channel_id': '1113936521641066496'},Ankle,4.0,ca5ad700-2ed9-453a-9abe-08eb8edb601c,,3BAE30FC35B9,2000-05-04,True,,porter,,Kevin Porter,111.0,5.0,2009,20002295.0,c8fa499d-95bc-4280-85ef-c9467afd87fb,,,,PG,Sprain,ACT,,[],25.0,,1762374021255.0,#kevinporter-NBA-MIL-7,5,Porter,,,203,,Out,nba,"['PG', 'SG']",,MIL,,77,1135158.0,USC,kevinporter,Kevin,Rainier Beach (WA),PG,,4773.0,,kevin,7.0,4397140,Kevin Porter Jr.,5.0
477,Goga Bitadze,ORL,C,26.3,286.13988924883415,Goga Bitadze,2010,{'channel_id': '1113936538384728064'},,2.0,0c977083-fdde-45f1-9406-60aef2a78846,,62DD816FAFA5,1999-07-20,True,,bitadze,,Goga Bitadze,623.0,6.0,2010,20002282.0,d5a4e355-31c8-4420-b094-e276ca1a1866,,,,C,,ACT,,[],26.0,,1762048854008.0,#gogabitadze-NBA-ORL-35,8,Bitadze,,,250,,,nba,['C'],,ORL,,83,1172132.0,,gogabitadze,Goga,,C,,4914.0,,goga,35.0,4348700,Goga Bitadze,6.0
478,Jarred Vanderbilt,LAL,"PF,C",26.6,281.56297779829765,Jarred Vanderbilt,1987,{'channel_id': '1113936506508017664'},,2.0,0b79911f-cd24-46d1-9b05-49fe937aa75e,,2F5F6DB2B7C7,1999-04-03,True,,vanderbilt,,Jarred Vanderbilt,442.0,7.0,1987,20002015.0,a7d5b353-0663-4261-8c13-06489385f44c,,,,PF,,ACT,,[],26.0,,1761959747332.0,#jarredvanderbilt-NBA-LAL-2,2,Vanderbilt,,,214,,,nba,['PF'],,LAL,,80,1067852.0,Kentucky,jarredvanderbilt,Jarred,Victory Prep (TX),PF,,4458.0,,jarred,2.0,4278077,Jarred Vanderbilt,7.0
479,Kentavious Caldwell-Pope,MEM,"SG,SF",32.7,276.99575294008173,Kentavious Caldwell-Pope,1141,{'channel_id': '1113936539718516736'},,1.0,cecc054e-b9ec-4c71-8bbb-5ee665a8c3a9,,E864EF4731AE,1993-02-18,True,,caldwellpope,,Kentavious Caldwell-Pope,505.0,12.0,1141,20000811.0,8bcb0399-a016-42af-bbc8-b701f99abb96,,,,SG,,ACT,,[],32.0,,1762182306464.0,#kentaviouscaldwellpope-NBA-MEM-3,7,Caldwell-Pope,,,204,,,nba,"['SF', 'SG']",,MEM,,77,602730.0,Georgia,kentaviouscaldwellpope,Kentavious,Greenville (GA),SG,,3450.0,,kentavious,3.0,2581018,Kentavious Caldwell-Pope,12.0
480,Jett Howard,ORL,SF,22.1,272.4381737592812,Jett Howard,2591,{'channel_id': '1113936539492024320'},,4.0,ad5c19d3-1cce-4124-aeb9-dc15b3d0a851,,F9A677C10F56,2003-09-14,True,,howard,,Jett Howard,660.0,2.0,2591,20003047.0,06c34edd-c420-4f1a-a768-f71e796aa5b1,,,,SG,,ACT,,[],22.0,,1761752424783.0,#jetthoward-NBA-ORL-13,4,Howard,,,215,,,nba,"['SF', 'SG']",,ORL,,80,1408232.0,Michigan,jetthoward,Jett,IMG Academy (FL),SF,,5914.0,,jett,13.0,5105806,Jett Howard,2.0
481,Kris Murray,POR,"SF,PF",25.2,267.8901995996803,Kris Murray,2587,{'channel_id': '1113936534198812672'},,2.0,af5e629a-6b79-46d9-9b58-dc9ec41a0bd0,,0E43E155B0D5,2000-08-19,True,,murray,,Kris Murray,383.0,2.0,2587,20003054.0,a867c548-86ed-4810-a289-a25576489f7f,,,,SF,,ACT,,[],25.0,,1761957047152.0,#krismurray-NBA-POR-24,5,Murray,,,218,,,nba,"['PF', 'SF']",,POR,,80,1231166.0,Iowa,krismurray,Kris,Cedar Rapids Prairie (IA),SF,,5943.0,,kris,24.0,4594326,Kris Murray,2.0
482,Dennis Schröder,SAC,"PG,SG",32.1,263.3517900615607,Dennis Schroder,1254,{'channel_id': '1113936502221438976'},,1.0,a2c6a907-282f-4172-9d60-42d03987da0e,,7967E135B942,1993-09-15,True,,schroder,,Dennis Schröder,134.0,12.0,1254,20000606.0,f6c3270e-ba4c-485c-829d-cdbf29e5f34b,,,,PG,,ACT,,[],32.0,,1762278614037.0,#dennisschroder-NBA-SAC-17,5,Schröder,,,175,,,nba,['PG'],,SAC,,73,739958.0,,dennisschroder,Dennis,,PG,,3444.0,,dennis,17.0,3032979,Dennis Schroder,12.0
483,Klay Thompson,DAL,"SG,SF",35.7,258.82290499956616,Klay Thompson,1081,"{'channel_id': '1113936528100294656', 'fantasy_positions': 'SF,SG'}",,2.0,4e152a06-673e-4701-b115-aa7e2cd00d2d,,DA365D7F0D5B,1990-02-08,True,,thompson,,Klay Thompson,125.0,14.0,1081,20000486.0,2f07473d-3b17-445c-811a-571e2e77025c,,,,SF,,ACT,,[],35.0,,1762391758200.0,#klaythompson-NBA-DAL-31,7,Thompson,,,220,,,nba,"['PF', 'SF', 'SG']",,DAL,,77,457611.0,Washington State,klaythompson,Klay,Santa Margarita Catholic (CA),SF,,3197.0,,klay,31.0,6475,Klay Thompson,14.0
484,Julian Champagnie,SA,"SG,SF",24.4,254.3035045205579,Julian Champagnie,2494,{'channel_id': '1113936517488705536'},,2.0,fa0e2b60-8ee9-4db6-b9bc-d0e23d6b29d2,,99318830CCC3,2001-06-29,True,,champagnie,,Julian Champagnie,419.0,3.0,2494,20002899.0,5310feca-3879-45e1-987b-ff68729c3a6d,,,,SG,,ACT,,[],24.0,,1762186806103.0,#julianchampagnie-NBA-SAS-30,6,Champagnie,,,217,,,nba,"['SF', 'SG']",,SAS,,79,1176070.0,St. John's,julianchampagnie,Julian,Bishop Loughlin (NY),SF,,5728.0,,julian,30.0,4592479,Julian Champagnie,3.0
485,Steven Adams,HOU,C,32.3,249.7935489815154,Steven Adams,1432,{'channel_id': '1113936509293035520'},,2.0,a208e22a-6b63-45f9-b7c6-bf913a68f3df,,7B8DDD484254,1993-07-20,True,,adams,,Steven Adams,468.0,12.0,1432,20000875.0,b175a13d-a9c0-41f6-a9cd-2594f7a92578,,,,C,,ACT,,[],32.0,,1762560954018.0,#stevenadams-NBA-HOU-12,8,Adams,,,265,,,nba,['C'],,HOU,,83,679478.0,Pittsburgh,stevenadams,Steven,Notre Dame Prep (MA),C,,3445.0,,steven,12.0,2991235,Steven Adams,12.0
486,Josh Minott,BOS,"SF,PF",23.0,245.29299898743557,Josh Minott,2465,{'channel_id': '1113936503806885888'},,1.0,c4cf8fb6-b7de-45f2-b9f9-9365b8f2f2ed,,B298A3DEE157,2002-11-25,True,,minott,,Josh Minott,268.0,3.0,2465,20002913.0,f3bf7115-fb09-4130-b2a4-1ed728e70a05,,,,PF,,ACT,,[],22.0,,1762423801825.0,#joshminott-NBA-BOS-8,6,Minott,,,205,,,nba,['PF'],,BOS,,80,1324299.0,Memphis,joshminott,Josh,St. Andrew's (FL),PF,,5709.0,,josh,8.0,4687718,Josh Minott,3.0
487,Malaki Branham,WAS,"SG,SF",22.5,240.80181538929173,Malaki Branham,2452,{'channel_id': '1113936517379653632'},,6.0,ecdd201a-e33b-476e-9325-296cad22ba93,,98A54A13BDB9,2003-05-12,True,,branham,,Malaki Branham,656.0,3.0,2452,20002867.0,6b0d9e79-4b0d-467d-9c74-91bd1e169b8e,,,,SG,,ACT,,[],22.0,,1762412760081.0,#malakibranham-NBA-WAS-8,4,Branham,,,180,,,nba,"['PG', 'SF', 'SG']",,WAS,,76,1325163.0,Ohio State,malakibranham,Malaki,St. Vincent-St. Mary (OH),SG,,5664.0,,malaki,8.0,4565201,Malaki Branham,3.0
488,Malcolm Brogdon,WAS,"PG,SG",32.9,236.3199592819692,Malcolm Brogdon,1727,{'channel_id': '1113936497314103296'},,,f7134fc8-b298-41fd-933d-d0c4a5d8f6ac,,D580A3FB8020,1992-12-11,False,,brogdon,,Malcolm Brogdon,540.0,9.0,1727,20001701.0,,,,,,,RET,,[],32.0,,1760565332225.0,#malcolmbrogdon-NBA-FA,1,Brogdon,,,229,,,nba,"['PG', 'SG']",,,,77,601146.0,Virginia,malcolmbrogdon,Malcolm,Greater Atlanta Christian (GA),SG,,3898.0,,malcolm,,2566769,Malcolm Brogdon,9.0
489,Jaden Springer,NO,SG,23.1,231.84739200224976,Jaden Springer,2264,{'channel_id': '1113936514816933888'},,,9fff97c3-676d-4c27-ab63-8d02540bb008,,AC8DB4BD54F1,2002-09-25,True,,springer,,Jaden Springer,301.0,4.0,2264,20002653.0,,,,,,,FA,,[],23.0,,1761248728862.0,#jadenspringer-NBA-FA,6,Springer,,,202,,,nba,['PG'],,,,76,1231665.0,Tennessee,jadenspringer,Jaden,IMG Academy (FL),PG,,5407.0,,jaden,,4432164,Jaden Springer,4.0
490,Ben Simmons,LAC,"PG,C",29.3,227.38407512681442,Ben Simmons,1676,"{'channel_id': '1113936501659402240', 'fantasy_positions': 'PG'}",,,318debd7-dab6-4d4e-8849-03c4c701a7c8,,D5C59A963E8C,1996-07-20,True,,simmons,,Ben Simmons,754.0,6.0,1676,20001661.0,,,,,,,FA,,[],29.0,,1753520754629.0,#bensimmons-NBA-FA,0,Simmons,,,240,,,nba,['PG'],,,,82,886391.0,LSU,bensimmons,Ben,Monteverde Academy (FL),PG,,3849.0,,ben,,3907387,Ben Simmons,6.0
491,Malik Beasley,DET,"SG,SF",28.9,222.92997047026256,Malik Beasley,1749,{'channel_id': '1115338000893493248'},,,d3392ee6-cbe4-419e-bbd5-1b658d83e10e,,86BA5B4A676C,1996-11-26,True,,beasley,,Malik Beasley,766.0,8.0,1749,20001678.0,,,,,,,FA,,[],28.0,,1755873332280.0,#malikbeasley-NBA-FA,6,Beasley,,,187,,,nba,"['SF', 'SG']",,,,76,879503.0,Florida State,malikbeasley,Malik,St. Francis (GA),SG,,3853.0,,malik,,3907822,Malik Beasley,8.0
