Rank,Name,Age,Team,Positions,Value,cleaned_name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,years_exp,depth_chart_order,height,weight,college,team,both
425.0,Robert Covington,34.0,FA,"SF,PF",507.91655942726175,Robert Covington,1232,nba,,True,,33.0,1990-12-14,FA,10.0,,79.0,209.0,Tennessee State,,True
426.0,Kira Lewis Jr,23.6,FA,"PG,SG",502.8448463055556,Kira Lewis,2140,nba,,True,,23.0,2001-04-06,FA,4.0,,73.0,170.0,Alabama,,True
427.0,Ricky Council,23.3,PHI,"SG,SF",497.7850246674952,Ricky Council,2624,nba,14.0,True,SG,23.0,2001-08-03,ACT,1.0,3.0,78.0,207.0,Arkansas,PHI,True
428.0,Bismack Biyombo,32.2,FA,C,492.737038880332,Bismack Biyombo,1154,nba,,True,,32.0,1992-08-28,FA,12.0,,80.0,255.0,,,True
429.0,Chimezie Metu,27.7,FA,"PF,C",487.7008337008083,Chimezie Metu,1952,nba,,True,,27.0,1997-03-22,FA,5.0,,82.0,225.0,USC,,True
430.0,Gary Harris,30.2,ORL,"PG,SG",482.6763542715416,Gary Harris,1581,nba,14.0,True,SG,30.0,1994-09-14,ACT,10.0,2.0,76.0,210.0,Michigan State,ORL,True
431.0,Orlando Robinson,24.4,SAC,C,477.6635461174265,Orlando Robinson,2414,nba,77.0,True,C,24.0,2000-07-10,ACT,2.0,4.0,82.0,235.0,Fresno State,SAC,True
432.0,Kenneth Lofton Jr.,22.3,CHI,"PF,C",472.6623551420962,Kenneth Lofton,2415,nba,,True,,22.0,2002-08-14,FA,2.0,,78.0,275.0,Louisiana Tech,,True
433.0,Usman Garuba,23.7,FA,"PF,C",467.67272762442553,Usman Garuba,2307,nba,,True,,22.0,2002-03-09,FA,3.0,,80.0,229.0,,,True
434.0,Jordan Walsh,20.7,BOS,"SG,SF",462.6946102150541,Jordan Walsh,2608,nba,27.0,True,PF,20.0,2004-03-03,ACT,1.0,4.0,79.0,208.0,Arkansas,BOS,True
435.0,Keita Bates-Diop,28.8,NY,"SF,PF",457.7279499329761,Keita Bates-Diop,1921,nba,,True,,28.0,1996-01-23,FA,6.0,,80.0,229.0,Ohio State,,True
436.0,Saben Lee,25.4,FA,PG,452.77269416215495,Saben Lee,2150,nba,,True,,25.0,1999-06-23,FA,4.0,,74.0,183.0,Vanderbilt,,True
437.0,Thomas Bryant,27.3,MIA,C,447.828790648171,Thomas Bryant,1797,nba,31.0,True,C,27.0,1997-07-31,ACT,7.0,4.0,82.0,248.0,Indiana,MIA,True
438.0,Patrick Baldwin Jr.,22.0,WAS,PF,442.8961874949273,Patrick Baldwin,2436,nba,7.0,True,PF,22.0,2002-11-18,ACT,2.0,4.0,81.0,220.0,Milwaukee,WAS,True
439.0,Admiral Schofield,27.7,FA,"SF,PF",437.9748331613737,Admiral Schofield,2023,nba,,True,,27.0,1997-03-30,FA,3.0,,77.0,241.0,Tennessee,,True
440.0,Dennis Smith Jr.,27.0,FA,"PG,SG",433.06467645827615,Dennis Smith,1856,nba,,True,,27.0,1997-11-25,FA,6.0,,75.0,205.0,North Carolina State,,True
441.0,Hamidou Diallo,26.3,FA,SG,428.1656665450173,Hamidou Diallo,1979,nba,,True,,26.0,1998-07-31,FA,5.0,,77.0,202.0,Kentucky,,True
442.0,Cedi Osman,29.6,FA,"SF,PF",423.2777529264531,Cedi Osman,1762,nba,,True,,29.0,1995-04-08,FA,6.0,,79.0,230.0,,,True
443.0,Jordan McLaughlin,28.6,SAC,"PG,SG",418.4008854497715,Jordan McLaughlin,2037,nba,3.0,True,PG,28.0,1996-04-09,ACT,5.0,3.0,72.0,185.0,USC,SAC,True
444.0,Chris Boucher,31.9,TOR,"PF,C",413.5350143014202,Chris Boucher,1771,nba,25.0,True,PF,31.0,1993-01-11,ACT,7.0,2.0,81.0,200.0,Oregon,TOR,True
445.0,Nicolas Batum,36.0,LAC,"SF,PF",408.6800900040416,Nicolas Batum,1449,nba,33.0,True,PF,35.0,1988-12-14,ACT,16.0,2.0,80.0,230.0,,LAC,True
446.0,Wesley Matthews,38.1,FA,SG,403.8360634134624,Wesley Matthews,1446,nba,,True,,38.0,1986-10-14,FA,14.0,,77.0,220.0,Marquette,,True
447.0,Oshae Brissett,26.4,FA,"SF,PF",399.0028857157031,Oshae Brissett,2069,nba,,True,,26.0,1998-06-20,FA,4.0,,79.0,210.0,Syracuse,,True
448.0,Ish Wainright,30.2,FA,"SF,PF",394.180508424035,Ish Wainright,2319,nba,,True,,30.0,1994-09-12,FA,3.0,,77.0,250.0,Baylor,,True
449.0,TyTy Washington Jr.,23.0,PHO,PG,389.3688833760461,TyTy Washington,2446,nba,14.0,True,PG,23.0,2001-11-15,TWO-WAY,2.0,4.0,75.0,192.0,Kentucky,PHX,True
450.0,Taj Gibson,39.4,CHA,"PF,C",384.56796273077816,Taj Gibson,1016,nba,67.0,True,C,39.0,1985-06-24,ACT,15.0,4.0,81.0,232.0,USC,CHA,True
451.0,Victor Oladipo,32.6,FA,"PG,SG",379.77769896584505,Victor Oladipo,1489,nba,,True,,32.0,1992-05-04,FA,10.0,,75.0,213.0,Indiana,,True
452.0,Kevin Knox II,25.3,GS,"SF,PF",374.9980448746373,Kevin Knox,1886,nba,,True,,25.0,1999-08-11,FA,5.0,,79.0,215.0,Kentucky,,True
453.0,Danilo Gallinari,36.3,FA,SF,370.2289535635082,Danilo Gallinari,1468,nba,,True,,36.0,1988-08-08,FA,14.0,,82.0,236.0,,,True
454.0,Torrey Craig,33.9,CHI,"SF,PF",365.4703784490266,Torrey Craig,1874,nba,13.0,True,PF,33.0,1990-12-19,ACT,7.0,3.0,77.0,221.0,USC Upstate,CHI,True
455.0,JD Davison,22.2,BOS,"PG,SG",360.7222732552473,JD Davison,2472,nba,20.0,True,PG,22.0,2002-10-03,TWO-WAY,2.0,4.0,75.0,215.0,Alabama,BOS,True
456.0,A.J. Lawson,24.4,DAL,"SG,SF",355.9845920109983,A.J. Lawson,2339,nba,,True,,24.0,2000-07-15,FA,2.0,,78.0,179.0,South Carolina,,True
457.0,Kevon Harris,27.4,ATL,SG,351.25728904722746,Kevon Harris,2227,nba,0.0,True,,27.0,1997-06-24,FA,1.0,,77.0,216.0,Stephen F. Austin,,True
458.0,Braxton Key,27.8,FA,"SF,PF",346.5403189943445,Braxton Key,2406,nba,,True,,27.0,1997-02-14,FA,2.0,,80.0,225.0,Virginia,,True
459.0,Jordan Nwora,26.2,FA,"SF,PF",341.8336367796237,Jordan Nwora,2153,nba,,True,,26.0,1998-09-09,FA,3.0,,80.0,225.0,Louisville,,True
460.0,Terry Taylor,25.2,SAC,PF,337.13719762460823,Terry Taylor,2321,nba,,True,,25.0,1999-09-23,FA,2.0,,77.0,230.0,Austin Peay,,True
461.0,Isaiah Roby,26.8,FA,"PF,C",332.4509570425562,Isaiah Roby,2088,nba,,True,,26.0,1998-02-03,FA,4.0,,78.0,230.0,Nebraska,,True
462.0,Yuta Watanabe,30.1,FA,"SF,PF",327.7748708359177,Yuta Watanabe,1926,nba,,True,,30.0,1994-10-13,FA,5.0,,81.0,215.0,George Washington,,True
463.0,Davis Bertans,32.0,FA,"PF,C",323.1088950938265,Davis Bertans,1714,nba,,True,,32.0,1992-11-12,FA,7.0,,82.0,225.0,,,True
464.0,Danuel House Jr.,31.5,FA,SF,318.45298618963534,Danuel House,1680,nba,,True,,31.0,1993-06-07,FA,7.0,,78.0,220.0,Texas A&M,,True
465.0,Damion Lee,32.1,PHO,"SG,SF",313.8071007784565,Damion Lee,1807,nba,10.0,True,SG,32.0,1992-10-21,ACT,6.0,5.0,77.0,204.0,Louisville,PHX,True
466.0,Devonte' Graham,29.8,POR,"PG,SG",309.17119579475,Devonte' Graham,1910,nba,,True,,29.0,1995-02-22,FA,6.0,,73.0,195.0,Kansas,,True
467.0,Josh Christopher,23.0,MIA,"PG,SG",304.54522844992425,Josh Christopher,2282,nba,8.0,True,PG,22.0,2001-12-08,TWO-WAY,2.0,6.0,76.0,215.0,Arizona State,MIA,True
468.0,Joe Harris,33.2,FA,"SG,SF",299.9291562299677,Joe Harris,1500,nba,,False,,33.0,1991-09-06,RET,9.0,,78.0,220.0,Virginia,,True
469.0,Amir Coffey,27.4,LAC,"SF,PF",295.3229368931061,Amir Coffey,2075,nba,7.0,True,SF,27.0,1997-06-17,ACT,5.0,2.0,79.0,210.0,Minnesota,LAC,True
470.0,Kevin Love,36.2,MIA,"PF,C",290.72652846747224,Kevin Love,1187,nba,42.0,True,C,36.0,1988-09-07,ACT,16.0,2.0,80.0,251.0,UCLA,MIA,True
471.0,Dwight Powell,33.4,DAL,C,286.1398892488341,Dwight Powell,1547,nba,7.0,True,C,33.0,1991-07-20,ACT,10.0,4.0,82.0,240.0,Stanford,DAL,True
472.0,Chuma Okeke,26.3,NY,"SF,PF",281.56297779829765,Chuma Okeke,2117,nba,,True,,26.0,1998-08-18,FA,3.0,,79.0,229.0,Auburn,,True
473.0,Darius Bazley,24.5,FA,PF,276.99575294008173,Darius Bazley,2097,nba,,True,,24.0,2000-06-12,FA,5.0,,81.0,216.0,,,True
474.0,Anthony Gill,32.1,WAS,"PF,C",272.4381737592812,Anthony Gill,2192,nba,16.0,True,PF,32.0,1992-10-17,ACT,4.0,6.0,80.0,230.0,Virginia,WAS,True
475.0,Ryan Rollins,22.4,MIL,PG,267.8901995996803,Ryan Rollins,2463,nba,13.0,True,PG,22.0,2002-07-03,TWO-WAY,2.0,3.0,75.0,180.0,Toledo,MIL,True
476.0,Kessler Edwards,24.3,DAL,"SF,PF",263.3517900615607,Kessler Edwards,2277,nba,20.0,True,SF,24.0,2000-08-09,TWO-WAY,3.0,6.0,80.0,215.0,Pepperdine,DAL,True
477.0,Olivier Sarr,25.8,FA,C,258.82290499956616,Olivier Sarr,2402,nba,,True,,25.0,1999-02-20,FA,2.0,,82.0,240.0,Kentucky ,,True
478.0,Thanasis Antetokounmpo,32.4,FA,SF,254.3035045205579,Thanasis Antetokounmpo,1591,nba,,True,,32.0,1992-07-18,FA,6.0,,79.0,219.0,,,True
479.0,Isaiah Mobley,25.2,FA,"SF,PF",249.7935489815154,Isaiah Mobley,2460,nba,,True,,25.0,1999-09-24,FA,2.0,,80.0,238.0,USC,,True
480.0,Micah Potter,26.6,UTA,"PF,C",245.2929989874356,Micah Potter,2358,nba,25.0,True,PF,26.0,1998-04-06,TWO-WAY,3.0,5.0,81.0,248.0,Wisconsin,UTA,True
481.0,Marcus Morris Sr.,35.2,NY,"PF,C",240.80181538929173,Marcus Morris,1416,nba,,True,,35.0,1989-09-02,FA,12.0,,80.0,218.0,Kansas,,True
482.0,Zeke Nnaji,23.9,DEN,"PF,C",236.3199592819692,Zeke Nnaji,2164,nba,22.0,True,C,23.0,2001-01-09,ACT,4.0,4.0,81.0,240.0,Arizona,DEN,True
483.0,Nerlens Noel,30.6,FA,C,231.84739200224976,Nerlens Noel,1097,nba,,True,,30.0,1994-04-10,FA,8.0,,82.0,220.0,Kentucky,,True
484.0,Kenrich Williams,30.0,OKC,PF,227.3840751268144,Kenrich Williams,1946,nba,34.0,True,C,29.0,1994-12-02,ACT,6.0,2.0,78.0,210.0,TCU,OKC,True
485.0,Dominick Barlow,21.5,ATL,"PF,C",222.92997047026256,Dominick Barlow,2492,nba,26.0,True,C,21.0,2003-05-26,TWO-WAY,2.0,4.0,81.0,215.0,,ATL,True
486.0,Landry Shamet,27.7,NY,"PG,SG",218.4850400831401,Landry Shamet,1899,nba,,True,,27.0,1997-03-13,FA,5.0,,76.0,190.0,Wichita State,,True
487.0,Troy Brown Jr.,25.3,FA,"SF,PF",214.0492462500188,Troy Brown,1903,nba,,True,,25.0,1999-07-28,FA,5.0,,79.0,215.0,Oregon,,True
488.0,Evan Fournier,32.1,FA,"SG,SF",209.62255148755503,Evan Fournier,1475,nba,,True,,32.0,1992-10-29,FA,11.0,,78.0,205.0,,,True
489.0,Garrison Mathews,28.1,ATL,"SG,SF",205.20491854261127,Garrison Mathews,2021,nba,24.0,True,SF,28.0,1996-10-24,ACT,5.0,4.0,78.0,215.0,Lipscomb,ATL,True
490.0,Georges Niang,31.4,CLE,"SF,PF",200.79631039035667,Georges Niang,1671,nba,20.0,True,SF,31.0,1993-06-17,ACT,8.0,2.0,79.0,230.0,Iowa State,CLE,True
491.0,Damian Jones,29.4,FA,C,196.39669023241004,Damian Jones,1673,nba,,True,,29.0,1995-06-30,FA,7.0,,82.0,245.0,Vanderbilt,,True
492.0,Hunter Tyson,24.5,DEN,"SF,PF",192.0060214950081,Hunter Tyson,2618,nba,5.0,True,PF,24.0,2000-06-13,ACT,1.0,2.0,80.0,215.0,Clemson,DEN,True
493.0,Khem Birch,32.2,FA,C,187.62426782716284,Khem Birch,1876,nba,,True,,32.0,1992-09-28,FA,6.0,,80.0,233.0,UNLV,,True
494.0,Keon Johnson,22.7,BKN,"PG,SG",183.2513930988698,Keon Johnson,2293,nba,45.0,True,SG,22.0,2002-03-10,ACT,3.0,4.0,77.0,185.0,Tennessee,BKN,True
495.0,Juan Toscano-Anderson,31.6,FA,SF,178.88736139931825,Juan Toscano-Anderson,2111,nba,,True,,31.0,1993-04-10,FA,3.0,,78.0,209.0,Marquette,,True
496.0,P.J. Tucker,39.6,LAC,SF,174.53213703511392,P.J. Tucker,1421,nba,17.0,True,PF,39.0,1985-05-05,NWT,13.0,7.0,77.0,245.0,Texas,LAC,True
497.0,Furkan Korkmaz,27.3,FA,"SG,SF",170.1856845285365,Furkan Korkmaz,1774,nba,,True,,27.0,1997-07-24,FA,6.0,,79.0,202.0,,,True
499.0,Duane Washington Jr.,24.7,FA,SG,161.51895424534268,Duane Washington,2320,nba,,True,,24.0,2000-03-24,FA,2.0,,74.0,197.0,Ohio State,,True
500.0,Bryce McGowens,22.1,POR,"SG,SF",157.19860657611753,Bryce McGowens,2464,nba,11.0,True,SG,22.0,2002-11-08,TWO-WAY,2.0,8.0,78.0,175.0,Nebraska,POR,True
501.0,Doug McDermott,32.9,SAC,"SG,SF",152.88689097591305,Doug McDermott,1492,nba,7.0,True,SF,32.0,1992-01-03,ACT,10.0,5.0,78.0,225.0,Creighton,SAC,True
502.0,RJ Hampton,23.8,FA,"PG,SG",148.58377301969995,RJ Hampton,2186,nba,,True,,23.0,2001-02-07,TWO-WAY,3.0,,76.0,175.0,,,True
503.0,Ibou Badji,22.1,MIL,C,144.289218487962,Ibou Badji,2525,nba,,True,,22.0,2002-10-13,FA,2.0,,84.0,240.0,,,True
504.0,Patty Mills,36.3,UTA,"PG,SG",140.0031933650771,Patty Mills,1305,nba,8.0,True,PG,36.0,1988-08-11,ACT,15.0,3.0,74.0,180.0,Saint Mary's (CA),UTA,True
505.0,Otto Porter Jr.,31.5,FA,"SG,SF",135.72566383769663,Otto Porter,1117,nba,,False,,31.0,1993-06-03,RET,10.0,,80.0,230.0,Georgetown,,True
506.0,Montrezl Harrell,30.8,FA,C,131.45659629314832,Montrezl Harrell,1625,nba,,True,,30.0,1994-01-26,FA,8.0,,79.0,240.0,Louisville,,True
507.0,JaVale McGee,36.9,FA,C,127.1959573178392,JaVale McGee,1466,nba,,True,,36.0,1988-01-19,FA,15.0,,84.0,270.0,Nevada,,True
508.0,Theo Maledon,23.5,FA,PG,122.943713695704,Theo Maledon,2184,nba,,True,,23.0,2001-06-12,FA,3.0,,76.0,175.0,,,True
509.0,Isaiah Todd,23.1,FA,"PF,C",118.69983240663714,Isaiah Todd,2312,nba,,True,,23.0,2001-10-17,FA,1.0,,81.0,219.0,,,True
510.0,Derrick Rose,36.1,MEM,PG,114.46428062496308,Derrick Rose,1006,nba,,False,,36.0,1988-10-04,RET,15.0,,75.0,200.0,Memphis,,True
511.0,Udoka Azubuike,25.2,FA,C,110.23702571790818,Udoka Azubuike,2151,nba,,True,,25.0,1999-09-17,FA,4.0,,83.0,270.0,Kansas,,True
512.0,Reggie Bullock,33.7,FA,"SF,PF",106.0180352440948,Reggie Bullock,1333,nba,,True,,33.0,1991-03-16,FA,10.0,,78.0,205.0,North Carolina,,True
513.0,Vlatko Cancar,27.6,DEN,PF,101.80727695204224,Vlatko Cancar,2106,nba,31.0,True,C,27.0,1997-04-10,ACT,4.0,6.0,80.0,236.0,,DEN,True
527.0,Jaylen Clark,23.1,MIN,SG,43.70341867264142,Jaylen Clark,2602,nba,22.0,True,SG,23.0,2001-10-13,TWO-WAY,1.0,9.0,76.0,205.0,UCLA,MIN,True
541.0,Justin Edwards,21.0,PHI,SF,0.0,Justin Edwards,2748,nba,19.0,True,SF,20.0,2003-12-16,TWO-WAY,0.0,8.0,80.0,203.0,Kentucky,PHI,True
542.0,Pelle Larsson,23.8,MIA,SG,0.0,Pelle Larsson,2768,nba,9.0,True,SF,23.0,2001-02-23,ACT,0.0,2.0,77.0,212.0,Arizona,MIA,True
543.0,Antonio Reeves,24.0,NO,SG,0.0,Antonio Reeves,2758,nba,12.0,True,SF,24.0,2000-11-20,ACT,0.0,4.0,77.0,187.0,Kentucky,NOP,True
544.0,Harrison Ingram,22.0,SA,SF,0.0,Harrison Ingram,2761,nba,55.0,True,PF,22.0,2002-11-27,TWO-WAY,0.0,5.0,77.0,235.0,North Carolina,SAS,True
545.0,Melvin Ajinca,20.4,DAL,SF,0.0,Melvin Ajinca,2770,nba,,True,,20.0,2004-06-26,NWT,0.0,,80.0,218.0,,,True
547.0,Ariel Hukporti,22.6,NY,C,0.0,Ariel Hukporti,2743,nba,55.0,True,C,22.0,2002-04-12,ACT,0.0,3.0,83.0,246.0,,NYK,True
548.0,PJ Hall,22.8,DEN,C,0.0,PJ Hall,2773,nba,13.0,True,C,22.0,2002-02-21,TWO-WAY,0.0,5.0,82.0,238.0,Clemson,DEN,True
549.0,N'Faly Dante,23.1,HOU,C,0.0,N'Faly Dante,2756,nba,3.0,True,C,23.0,2001-10-19,TWO-WAY,0.0,6.0,83.0,265.0,Oregon,HOU,True
552.0,Reece Beekman,23.1,GS,PG,0.0,Reece Beekman,2775,nba,3.0,True,PG,23.0,2001-10-08,TWO-WAY,0.0,4.0,73.0,198.0,Virginia,GSW,True
554.0,Isaac Jones,24.4,SAC,C,0.0,Isaac Jones,2780,nba,17.0,True,C,25.0,1999-07-11,TWO-WAY,0.0,2.0,81.0,245.0,Washington State,SAC,True
590.0,Thaddeus Young,36.4,FA,"PF,C",0.0,Thaddeus Young,1104,nba,,True,,36.0,1988-06-21,FA,17.0,,80.0,225.0,Georgia Tech,,True
592.0,Mike Muscala,33.4,FA,"PF,C",0.0,Mike Muscala,1252,nba,,False,,33.0,1991-07-01,RET,10.0,,82.0,240.0,Bucknell,,True
593.0,Dylan Windler,28.2,FA,SF,0.0,Dylan Windler,2005,nba,,True,,28.0,1996-09-22,FA,3.0,,79.0,196.0,Belmont,,True
594.0,Jared Butler,24.3,WAS,"PG,SG",0.0,Jared Butler,2295,nba,4.0,True,PG,24.0,2000-08-25,TWO-WAY,3.0,4.0,75.0,193.0,Baylor,WAS,True
595.0,Moses Brown,25.1,FA,C,0.0,Moses Brown,2100,nba,3.0,True,C,25.0,1999-10-13,ACT,4.0,3.0,86.0,258.0,UCLA,IND,True
596.0,Jae Crowder,34.4,FA,"SF,PF",0.0,Jae Crowder,1403,nba,99.0,True,PF,34.0,1990-07-06,ACT,12.0,2.0,78.0,235.0,Marquette,SAC,True
597.0,Danny Green,37.4,FA,SG,0.0,Danny Green,1296,nba,,False,,37.0,1987-06-22,RET,14.0,,78.0,215.0,North Carolina,,True
598.0,Frank Ntilikina,26.3,FA,PG,0.0,Frank Ntilikina,1757,nba,,True,,26.0,1998-07-28,FA,6.0,,76.0,200.0,,,True
599.0,Cody Zeller,32.1,ATL,C,0.0,Cody Zeller,1162,nba,41.0,True,C,32.0,1992-10-05,NWT,11.0,7.0,83.0,240.0,Indiana,ATL,True
600.0,Ty Jerome,27.4,CLE,"PG,SG",0.0,Ty Jerome,2090,nba,2.0,True,PG,27.0,1997-07-08,ACT,5.0,2.0,77.0,195.0,Virginia,CLE,True
601.0,Cory Joseph,33.3,ORL,PG,0.0,Cory Joseph,1298,nba,10.0,True,PG,33.0,1991-08-20,ACT,13.0,4.0,74.0,200.0,Texas,ORL,True
602.0,Aaron Holiday,28.2,HOU,"PG,SG",0.0,Aaron Holiday,1895,nba,0.0,True,PG,28.0,1996-09-30,ACT,6.0,3.0,72.0,185.0,UCLA,HOU,True
603.0,Wenyen Gabriel,27.7,FA,"PF,C",0.0,Wenyen Gabriel,1985,nba,,True,,27.0,1997-03-26,FA,4.0,,81.0,205.0,Kentucky,,True
604.0,Svi Mykhailiuk,27.5,UTA,"SG,SF",0.0,Svi Mykhailiuk,1907,nba,19.0,True,SG,27.0,1997-06-10,ACT,6.0,4.0,79.0,205.0,Kansas,UTA,True
605.0,Justin Holiday,35.6,FA,"SG,SF",0.0,Justin Holiday,1503,nba,,True,,35.0,1989-04-05,FA,10.0,,78.0,180.0,Washington,,True
606.0,Robin Lopez,36.7,FA,C,0.0,Robin Lopez,1455,nba,,True,,36.0,1988-04-01,FA,15.0,,85.0,281.0,Stanford,,True
607.0,Joe Ingles,37.2,MIN,"SG,SF",0.0,Joe Ingles,1559,nba,7.0,True,PF,37.0,1987-10-02,ACT,10.0,3.0,80.0,235.0,,MIN,True
608.0,Jeff Green,38.3,HOU,"PF,C",0.0,Jeff Green,1285,nba,32.0,True,PF,38.0,1986-08-28,ACT,16.0,4.0,80.0,235.0,Georgetown,HOU,True
609.0,Alex Len,31.4,SAC,C,0.0,Alex Len,1412,nba,25.0,True,C,31.0,1993-06-16,ACT,11.0,3.0,84.0,250.0,Maryland,SAC,True
610.0,Garrett Temple,38.6,TOR,SG,0.0,Garrett Temple,1124,nba,17.0,True,SG,38.0,1986-05-08,ACT,14.0,7.0,77.0,195.0,LSU,TOR,True
611.0,Nate Hinton,25.5,HOU,"SG,SF",0.0,Nate Hinton,2214,nba,,True,,25.0,1999-06-08,FA,3.0,,77.0,210.0,Houston,,True
612.0,Trevelin Queen,27.8,ORL,SG,0.0,Trevelin Queen,2174,nba,12.0,True,PG,27.0,1997-02-25,TWO-WAY,3.0,5.0,77.0,190.0,New Mexico State,ORL,True
613.0,Mamadi Diakite,27.8,PHO,PF,0.0,Mamadi Diakite,2197,nba,,True,,27.0,1997-01-21,FA,4.0,,81.0,228.0,Virginia,,True
614.0,Jason Preston,25.3,UTA,"PG,SG",0.0,Jason Preston,2294,nba,,True,,25.0,1999-08-10,FA,2.0,,75.0,181.0,Ohio,,True
615.0,Sandro Mamukelashvili,25.5,SA,PF,0.0,Sandro Mamukelashvili,2296,nba,54.0,True,PF,25.0,1999-05-23,ACT,3.0,2.0,81.0,235.0,Seton Hall,SAS,True
616.0,Dru Smith,26.9,MIA,"PG,SG",0.0,Dru Smith,2360,nba,12.0,True,PG,26.0,1997-12-30,TWO-WAY,2.0,5.0,74.0,203.0,Missouri,MIA,True
617.0,Eugene Omoruyi,27.8,MIN,"SF,PF",0.0,Eugene Omoruyi,2336,nba,,True,,27.0,1997-02-14,FA,3.0,,78.0,235.0,Oregon,,True
618.0,Daishen Nix,22.8,MIN,PG,0.0,Daishen Nix,2347,nba,1.0,True,PG,22.0,2002-02-13,TWO-WAY,3.0,5.0,75.0,226.0,,MIN,True
619.0,Brandon Williams,25.0,DAL,PG,0.0,Brandon Williams,2397,nba,10.0,True,PG,25.0,1999-11-22,TWO-WAY,2.0,6.0,73.0,190.0,Arizona,DAL,True
620.0,Lindy Waters III,27.3,GS,"SG,SF",0.0,Lindy Waters,2408,nba,43.0,True,SG,27.0,1997-07-28,ACT,3.0,1.0,77.0,201.0,Oklahoma State,GSW,True
621.0,Matt Ryan,27.6,NY,SF,0.0,Matt Ryan,2375,nba,37.0,True,SF,27.0,1997-04-17,ACT,3.0,3.0,78.0,215.0,Chattanooga,NYK,True
622.0,E.J. Liddell,23.9,CHI,PF,0.0,E.J. Liddell,2471,nba,32.0,True,C,23.0,2000-12-18,TWO-WAY,1.0,4.0,78.0,240.0,Ohio State,CHI,True
623.0,Wendell Moore Jr.,23.2,DET,"SG,SF",0.0,Wendell Moore,2442,nba,14.0,True,PG,23.0,2001-09-18,ACT,2.0,4.0,77.0,215.0,Duke,DET,True
624.0,Kendall Brown,21.5,IND,"SG,SF",0.0,Kendall Brown,2462,nba,,True,,21.0,2003-05-11,FA,2.0,,80.0,205.0,Baylor,,True
625.0,Gui Santos,22.4,GS,"SF,PF",0.0,Gui Santos,2488,nba,15.0,True,SG,22.0,2002-06-22,ACT,1.0,7.0,79.0,218.0,,GSW,True
626.0,Collin Gillespie,25.4,PHO,PG,0.0,Collin Gillespie,2422,nba,12.0,True,PG,25.0,1999-06-25,TWO-WAY,1.0,7.0,73.0,195.0,Villanova,PHX,True
627.0,Johnny Juzang,23.7,UTA,"SG,SF",0.0,Johnny Juzang,2413,nba,33.0,True,SF,23.0,2001-03-17,ACT,2.0,3.0,77.0,209.0,UCLA,UTA,True
628.0,Buddy Boeheim,25.0,OKC,SF,0.0,Buddy Boeheim,2493,nba,,True,,25.0,1999-11-11,FA,1.0,,78.0,205.0,Syracuse,,True
629.0,Alondes Williams,25.4,DET,SG,0.0,Alondes Williams,2428,nba,31.0,True,PG,25.0,1999-06-19,TWO-WAY,2.0,6.0,76.0,210.0,Wake Forest,DET,True
630.0,Cole Swider,25.6,DET,PF,0.0,Cole Swider,2429,nba,13.0,True,C,25.0,1999-05-08,TWO-WAY,2.0,4.0,82.0,220.0,Syracuse,DET,True
631.0,Stanley Umude,25.6,MIL,SF,0.0,Stanley Umude,2535,nba,17.0,True,SG,25.0,1999-04-12,TWO-WAY,2.0,8.0,78.0,210.0,Arkansas,MIL,True
632.0,Jamal Cain,25.7,NO,"SF,PF",0.0,Jamal Cain,2537,nba,8.0,True,SF,25.0,1999-03-20,TWO-WAY,2.0,6.0,78.0,191.0,Marquette,NOP,True
633.0,Jamaree Bouyea,25.4,SA,PG,0.0,Jamaree Bouyea,2431,nba,,True,,25.0,1999-06-27,FA,2.0,,74.0,180.0,San Francisco,,True
634.0,Nate Williams,25.8,HOU,"PG,SG",0.0,Nate Williams,2543,nba,19.0,True,PG,25.0,1999-02-12,TWO-WAY,2.0,6.0,77.0,205.0,Buffalo,HOU,True
635.0,Justin Minaya,25.7,POR,"SG,SF",0.0,Justin Minaya,2557,nba,10.0,True,PF,25.0,1999-03-26,TWO-WAY,2.0,7.0,77.0,205.0,Providence,POR,True
636.0,Julian Phillips,21.1,CHI,"SF,PF",0.0,Julian Phillips,2592,nba,15.0,True,PF,21.0,2003-11-05,ACT,1.0,2.0,80.0,198.0,Tennessee,CHI,True
637.0,Mouhamed Gueye,22.1,ATL,"PF,C",0.0,Mouhamed Gueye,2606,nba,18.0,True,C,22.0,2002-11-09,ACT,1.0,5.0,82.0,210.0,Washington State,ATL,True
638.0,Maxwell Lewis,22.3,LAL,SF,0.0,Maxwell Lewis,2605,nba,20.0,True,PF,22.0,2002-07-27,ACT,1.0,4.0,79.0,215.0,Pepperdine,LAL,True
639.0,Seth Lundy,24.7,ATL,SF,0.0,Seth Lundy,2607,nba,3.0,True,SG,24.0,2000-04-02,TWO-WAY,1.0,8.0,76.0,220.0,Penn State,ATL,True
640.0,Jordan Miller,24.8,LAC,SF,0.0,Jordan Miller,2610,nba,11.0,True,SF,24.0,2000-01-23,TWO-WAY,1.0,3.0,77.0,194.0,Miami (FL),LAC,True
641.0,Jalen Wilson,24.1,BKN,SF,0.0,Jalen Wilson,2600,nba,22.0,True,SF,24.0,2000-11-04,ACT,1.0,2.0,78.0,220.0,Kansas,BKN,True
