Name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,birth_city,years_exp,depth_chart_order,height,weight,college,team,position
Nate Renfro,2377,nba,,True,,27.0,1996-12-11,FA,,1.0,,79,186,San Francisco,,SF
Kyle Collinsworth,1855,nba,,True,,33.0,1991-10-03,FA,,1.0,,78,210,BYU,,SG
Kelly Oubre,1604,nba,9.0,True,SF,28.0,1995-12-09,ACT,,9.0,2.0,79,203,Kansas,PHI,SF
Jabari Brown,1536,nba,,True,,31.0,1992-12-18,FA,,1.0,,76,202,Missouri,,SG
Josh Richardson,1644,nba,0.0,True,SG,31.0,1993-09-15,ACT,,9.0,4.0,77,200,Tennessee,MIA,SG
Tre Scott,2243,nba,,True,,28.0,1996-11-25,FA,,1.0,,80,225,Cincinnati ,,PF
Damion James,1300,nba,,False,,37.0,1987-10-07,RET,,4.0,,79,225,Texas,,SF
LeBron James,1362,nba,23.0,True,PF,39.0,1984-12-30,ACT,,21.0,1.0,81,250,,LAL,PF
Sheldon Mac,1683,nba,,True,,31.0,1992-12-21,FA,,1.0,,78,200,Miami (FL),,SG
Wendell Moore,2442,nba,14.0,True,PG,23.0,2001-09-18,ACT,,2.0,4.0,77,215,Duke,DET,PF
Isaiah Crawford,2779,nba,24.0,True,PF,23.0,2001-11-01,TWO-WAY,,0.0,6.0,78,220,Louisiana Tech,SAC,PF
Payton Pritchard,2142,nba,11.0,True,PG,26.0,1998-01-28,ACT,,4.0,2.0,74,211,Oregon,BOS,PG
Josiah-Jordan James,2813,nba,,True,,24.0,2000-09-05,FA,,0.0,,79,220,Tennessee,,PG
Julian Phillips,2592,nba,15.0,True,PF,21.0,2003-11-05,ACT,,1.0,2.0,80,198,Tennessee,CHI,PF
Demetrius Jackson,1710,nba,,True,,30.0,1994-09-07,FA,,3.0,,73,201,Notre Dame,,PG
Hugo Besson,2491,nba,,True,,23.0,2001-04-26,FA,,1.0,,78,180,,,PG
Lou Williams,1246,nba,,False,,38.0,1986-10-27,RET,,17.0,,74,175,,,SG
Elfrid Payton,1586,nba,22.0,True,PG,30.0,1994-02-22,ACT,,7.0,2.0,75,195,Louisiana,NOP,PG
Zach Randolph,1210,nba,,False,,43.0,1981-07-16,RET,,17.0,,81,250,Michigan State,,PF
David Roddy,2443,nba,8.0,True,PF,23.0,2001-03-27,ACT,,2.0,4.0,76,255,Colorado State,ATL,PG
Henri Drell,2655,nba,,True,,24.0,2000-04-25,FA,,1.0,,80,185,,,SF
Javin DeLaurier,2210,nba,,True,,26.0,1998-04-07,FA,,1.0,,82,237,Duke,,PF
Nate Sestina,2216,nba,,True,,27.0,1997-05-12,FA,,1.0,,81,234,Kentucky,,SF
Blake Hinson,2777,nba,,True,,24.0,1999-12-26,FA,,0.0,,80,240,Pittsburgh,,PF
Cole Swider,2429,nba,13.0,True,C,25.0,1999-05-08,TWO-WAY,,2.0,4.0,82,220,Syracuse,DET,SF
Javan Johnson,2674,nba,,True,,25.0,1999-01-05,FA,,1.0,,78,198,DePaul,,PF
P.J. Washington,2029,nba,25.0,True,PF,26.0,1998-08-23,ACT,,5.0,1.0,79,230,Kentucky,DAL,PF
Lester Hudson,1551,nba,,True,,40.0,1984-08-07,FA,,4.0,,75,190,Tennessee-Martin,,SG
Ochai Agbaji,2434,nba,30.0,True,PF,24.0,2000-04-20,ACT,,2.0,1.0,77,215,Kansas,TOR,PG
Bradley Beal,1128,nba,3.0,True,SF,31.0,1993-06-28,ACT,,12.0,1.0,75,207,Florida,PHX,SG
Rodions Kurucs,1915,nba,,True,,26.0,1998-02-05,FA,,2.0,,81,228,,,SF
Vince Hunter,1790,nba,,True,,30.0,1994-08-05,FA,,1.0,,80,216,UTEP,,PF
Kennedy Chandler,2467,nba,,True,,22.0,2002-09-16,FA,,1.0,,71,170,Tennessee,,PG
Darius McGhee,2650,nba,,True,,25.0,1999-06-02,FA,,1.0,,69,180,Liberty,,PG
Ibi Watson,2387,nba,,True,,26.0,1998-01-06,FA,,1.0,,77,195,Dayton,,SG
Reggie Bullock,1333,nba,,True,,33.0,1991-03-16,FA,,10.0,,78,205,North Carolina,,SF
Daniel Ochefu,1681,nba,,True,,30.0,1993-12-15,FA,,1.0,,83,245,Villanova,,PF
De'Anthony Melton,1972,nba,8.0,True,PG,26.0,1998-05-28,ACT,,6.0,6.0,74,201,USC,GSW,PG
Vlatko Cancar,2106,nba,31.0,True,C,27.0,1997-04-10,ACT,,4.0,6.0,80,236,,DEN,PF
Tyrese Haliburton,2161,nba,0.0,True,PG,24.0,2000-02-29,ACT,,4.0,1.0,77,190,Iowa State,IND,PG
Evan Fournier,1475,nba,,True,,32.0,1992-10-29,FA,,11.0,,78,205,,,SG
Maurice Harkless,1490,nba,,True,,31.0,1993-05-11,FA,,10.0,,79,220,St. John's,,SF
Dane Goodwin,2700,nba,,True,,24.0,1999-12-28,FA,,1.0,,78,208,Notre Dame,,SG
Max Fiedler,2820,nba,,True,,23.0,2001-02-26,FA,,0.0,,83,230,Rice,,PF
Brandon Jennings,1139,nba,,True,,35.0,1989-09-23,FA,,9.0,,73,170,,,PG
Jaylen Nowell,2035,nba,,True,,25.0,1999-07-09,FA,,5.0,,76,201,Washington,,SG
Grant Jerrett,1424,nba,,True,,31.0,1993-07-08,FA,,1.0,,82,235,Arizona,,PF
Marcus Smart,1546,nba,36.0,True,SG,30.0,1994-03-06,ACT,,10.0,2.0,75,220,Oklahoma State,MEM,PG
Kevin McCullar,2741,nba,9.0,True,SF,23.0,2001-03-15,TWO-WAY,,0.0,7.0,78,210,Kansas,NYK,PG
Mike James,1818,nba,,True,,34.0,1990-08-18,FA,,2.0,,73,175,Lamar,,PG
Justin Anderson,1647,nba,,True,,31.0,1993-11-19,FA,,6.0,,78,230,Virginia,,SF
Feron Hunt,2344,nba,,True,,25.0,1999-07-05,FA,,1.0,,80,195,SMU,,SF
Bryce Dejean-Jones,1628,nba,,False,,32.0,1992-08-21,RET,,1.0,,78,210,Iowa State,,SG
Tim Quarterman,1742,nba,,True,,30.0,1994-10-27,FA,,1.0,,78,190,LSU,,SG
Ronnie Price,1480,nba,,False,,41.0,1983-06-21,RET,,12.0,,74,190,Utah Valley,,PG
Rondae Hollis-Jefferson,1611,nba,,True,,29.0,1995-01-03,FA,,6.0,,78,217,Arizona,,SF
Spencer Hawes,1055,nba,,True,,36.0,1988-04-28,FA,,10.0,,85,245,Washington,,PF
Jack White,2500,nba,,True,,27.0,1997-08-05,FA,,1.0,,79,225,Duke,,SF
Anthony Morrow,1261,nba,,False,,39.0,1985-09-27,RET,,9.0,,77,210,Georgia Tech,,SG
Matt Barnes,1340,nba,,False,,44.0,1980-03-09,RET,,14.0,,79,226,UCLA,,SF
,4732,nba,,,,,,,,,,,,,NYK,
Cameron Reynolds,1919,nba,,True,,29.0,1995-02-07,FA,,2.0,,79,225,Tulane,,SG
Dario Saric,1674,nba,9.0,True,C,30.0,1994-04-08,ACT,,7.0,3.0,82,225,,DEN,PF
Antonius Cleveland,1808,nba,,True,,30.0,1994-02-02,FA,,1.0,,77,195,Southeast Missouri State,,SG
Chandler Parsons,1233,nba,,False,,36.0,1988-10-25,RET,,9.0,,81,230,Florida,,SF
J.J. O'Brien,1639,nba,,True,,32.0,1992-04-08,FA,,1.0,,79,220,San Diego State,,SF
Donovan Mitchell,1845,nba,45.0,True,SG,28.0,1996-09-07,ACT,,7.0,1.0,75,215,Louisville,CLE,SG
Keyontae Johnson,2614,nba,,True,,24.0,2000-05-24,FA,,1.0,,76,230,Kansas State,,PF
Dorell Wright,1452,nba,,False,,38.0,1985-12-02,RET,,12.0,,81,205,,,SF
Steven Adams,1432,nba,12.0,True,C,31.0,1993-07-20,ACT,,10.0,2.0,83,265,Pittsburgh,HOU,C
Justin Robinson,2019,nba,,True,,27.0,1997-10-12,FA,,3.0,,73,195,Virginia Tech,,PG
Jahmir Young,2846,nba,,True,,24.0,2000-10-10,FA,,0.0,,73,185,,,PG
EJ Montgomery,2224,nba,,True,,25.0,1999-09-12,FA,,1.0,,82,228,Kentucky,,PF
LiAngelo Ball,2220,nba,,True,,26.0,1998-11-24,FA,,1.0,,77,230,UCLA,,SG
Jarrod Uthoff,1734,nba,,True,,31.0,1993-05-19,FA,,2.0,,81,220,Iowa,,SF
Sasha Vezenkov,2410,nba,,True,,29.0,1995-08-06,FA,,2.0,,80,225,,,PF
Beno Udrih,1038,nba,,False,,42.0,1982-07-05,RET,,13.0,,75,205,,,PG
DeAndre' Bembry,1706,nba,,True,,30.0,1994-07-04,FA,,6.0,,77,210,Saint Joseph's,,SF
Jacob Gilyard,2530,nba,,True,,26.0,1998-07-14,FA,,1.0,,68,160,Richmond,,PG
Tyson Etienne,2495,nba,,True,,25.0,1999-09-17,FA,,1.0,,74,203,Wichita State,,PG
Nando De Colo,1309,nba,,True,,37.0,1987-06-23,FA,,2.0,,77,195,,,PG
Erik Murphy,1012,nba,,True,,34.0,1990-10-26,FA,,1.0,,82,230,Florida,,PF
Moses Moody,2262,nba,4.0,True,SG,22.0,2002-05-31,ACT,,3.0,3.0,77,215,Arkansas,GSW,SG
Deandre Ayton,1974,nba,2.0,True,C,26.0,1998-07-23,ACT,,6.0,1.0,84,247,Arizona,POR,C
Ben Bentil,1729,nba,,True,,29.0,1995-03-29,FA,,1.0,,81,235,Providence,,PF
Trevor Booker,1118,nba,,False,,37.0,1987-11-25,RET,,8.0,,80,228,Clemson,,PF
Tony Parker,1306,nba,,False,,42.0,1982-05-17,RET,,18.0,,74,185,,,PG
Tosan Evbuomwan,2670,nba,,True,,23.0,2001-02-16,FA,,1.0,,79,217,Princeton,,SF
Brandon Clarke,2041,nba,15.0,True,C,28.0,1996-09-19,ACT,,5.0,1.0,80,215,Gonzaga,MEM,PF
Kyshawn George,2714,nba,18.0,True,PF,20.0,2003-12-12,ACT,,0.0,2.0,79,209,Miami (FL),WAS,PG
Ryan Dunn,2710,nba,0.0,True,PF,21.0,2003-01-07,ACT,,0.0,2.0,80,220,Virginia,PHX,PG
Bobi Klintman DUPLICATE,2783,nba,,False,,,,,,,,,,,,
Chase Budinger,1182,nba,,False,,36.0,1988-05-22,RET,,7.0,,79,215,Arizona,,SF
Milos Teodosic,1839,nba,,True,,37.0,1987-03-19,FA,,1.0,,77,196,,,PG
Brandon Williams,2397,nba,10.0,True,PG,25.0,1999-11-22,TWO-WAY,,2.0,6.0,73,190,Arizona,DAL,PG
Shaq Buchanan,2245,nba,,True,,27.0,1997-01-30,FA,,1.0,,75,190,Murray State,,PG
Patrick Christopher,1558,nba,,False,,36.0,1988-06-03,RET,,1.0,,77,220,California,,SG
Cody Martin,2030,nba,11.0,True,SF,29.0,1995-09-28,ACT,,5.0,2.0,78,205,Nevada,CHA,SF
Drew Eubanks,1951,nba,15.0,True,C,27.0,1997-02-01,ACT,,6.0,2.0,82,245,Oregon State,UTA,C
Ismael Kamagate,2486,nba,,True,,23.0,2001-01-17,FA,,1.0,,83,220,,,C
David Lee,1088,nba,,False,,41.0,1983-04-29,RET,,12.0,,81,245,Florida,,PF
Landers Nolley,2673,nba,,True,,24.0,2000-03-05,FA,,1.0,,79,220,Cincinnati,,SG
Vince Williams,2466,nba,5.0,True,PF,24.0,2000-08-30,ACT,,2.0,6.0,76,205,VCU,MEM,PF
Cameron McGriff,2383,nba,,True,,27.0,1997-09-30,FA,,1.0,,79,230,Oklahoma State,,SF
Max Strus,1999,nba,1.0,True,PF,28.0,1996-03-28,ACT,,5.0,6.0,77,215,DePaul,CLE,SF
Matthew Dellavedova,1057,nba,,True,,34.0,1990-09-08,FA,,8.0,,75,200,Saint Mary's (CA),,PG
Cleanthony Early,1495,nba,,True,,33.0,1991-04-17,FA,,2.0,,80,210,Wichita State,,SF
Elie Okobo,1973,nba,,True,,27.0,1997-10-23,FA,,1.0,,75,190,,,PG
Daniss Jenkins,2776,nba,24.0,True,PG,23.0,2001-08-17,TWO-WAY,,0.0,5.0,75,165,St. John's,DET,PG
Rob Edwards,2373,nba,,True,,27.0,1997-01-20,FA,,1.0,,77,205,Arizona State,,SG
Michael Carter-Williams,1096,nba,,True,,33.0,1991-10-10,FA,,8.0,,78,205,Syracuse,,PG
Deni Avdija,2181,nba,8.0,True,SF,23.0,2001-01-03,ACT,,4.0,2.0,81,210,,POR,SF
Sidy Cissoko,2622,nba,25.0,True,SG,20.0,2004-04-02,ACT,,1.0,6.0,78,220,,SAS,SF
Jason Terry,1173,nba,,False,,47.0,1977-09-15,RET,,19.0,,74,185,Arizona,,PG
Glen Rice,1113,nba,,True,,33.0,1991-01-01,FA,,2.0,,78,206,Georgia Tech,,SG
Ziaire Williams,2280,nba,1.0,True,SG,23.0,2001-09-12,ACT,,3.0,2.0,81,185,Stanford,BKN,SG
Davon Reed,1858,nba,,True,,29.0,1995-06-11,FA,,3.0,,77,206,Miami (FL),,SG
Raymond Felton,1035,nba,,True,,40.0,1984-06-26,FA,,14.0,,73,205,North Carolina,,PG
Derrick Alston,2361,nba,,True,,27.0,1997-09-17,FA,,1.0,,81,190,Boise State,,SG
Onuralp Bitim,2645,nba,,True,,25.0,1999-03-31,FA,,2.0,,78,215,,,SG
Chaundee Brown,2333,nba,,True,,25.0,1998-12-04,FA,,1.0,,77,215,Michigan,,SF
Ryan Kelly,1216,nba,,True,,33.0,1991-04-09,FA,,4.0,,83,230,Duke,,PF
Terrence Shannon,2716,nba,0.0,True,SG,24.0,2000-07-30,ACT,,0.0,5.0,78,217,Illinois,MIN,PG
Cory Jefferson,1521,nba,,True,,33.0,1990-12-26,FA,,2.0,,81,218,Baylor,,PF
Kevin Love,1187,nba,42.0,True,C,36.0,1988-09-07,ACT,,16.0,2.0,80,251,UCLA,MIA,PF
Elijah Harkless,2867,nba,,True,,24.0,2000-02-03,FA,,0.0,,75,195,UNLV,,PG
Diante Garrett,1360,nba,,True,,36.0,1988-11-03,FA,,2.0,,76,190,Iowa State,,PG
Luke Travers,2487,nba,33.0,True,SF,23.0,2001-09-03,TWO-WAY,,1.0,6.0,79,207,,CLE,PG
Yves Missi,2720,nba,21.0,True,C,20.0,2004-05-14,ACT,,0.0,1.0,83,229,Baylor,NOP,C
Jeff Ayres,1310,nba,,True,,37.0,1987-04-29,FA,,6.0,,81,250,Arizona State,,PF
Isaiah Miller,2368,nba,,True,,26.0,1998-11-09,FA,,1.0,,72,180,UNC Greensboro,,SG
Tyler Dorsey,1812,nba,,True,,28.0,1996-02-18,FA,,2.0,,76,180,Oregon,,SG
Noah Clowney,2571,nba,21.0,True,PF,20.0,2004-07-14,ACT,,1.0,2.0,81,210,Alabama,BKN,PF
Jared Butler,2295,nba,4.0,True,PG,24.0,2000-08-25,TWO-WAY,,3.0,4.0,75,193,Baylor,WAS,SG
Amir Coffey,2075,nba,7.0,True,SF,27.0,1997-06-17,ACT,,5.0,2.0,79,210,Minnesota,LAC,SG
David Johnson,2291,nba,,True,,23.0,2001-02-26,FA,,2.0,,76,203,Louisville,,PG
Bryce Wills,2693,nba,,True,,24.0,2000-10-13,FA,,1.0,,78,200,Stanford,,SG
Kyle Anderson,1548,nba,1.0,True,SF,31.0,1993-09-20,ACT,,10.0,2.0,81,250,UCLA,GSW,SF
Desmond Bane,2143,nba,22.0,True,SG,26.0,1998-06-25,ACT,,4.0,1.0,77,215,TCU,MEM,SG
Nikola Jokic,1658,nba,15.0,True,C,29.0,1995-02-19,ACT,,9.0,1.0,83,284,,DEN,C
Trevor Ariza,1120,nba,,True,,39.0,1985-06-30,FA,,17.0,,80,215,UCLA,,SF
Jalen Green,2309,nba,4.0,True,SG,22.0,2002-02-09,ACT,,3.0,1.0,78,183,,HOU,SG
Axel Toupane,1659,nba,,True,,32.0,1992-07-23,FA,,3.0,,79,210,,,SF
Denzel Mahoney,2378,nba,,True,,26.0,1998-01-18,FA,,1.0,,77,220,Creighton,,SG
O.J. Mayo,1376,nba,,True,,37.0,1987-11-05,FA,,8.0,,77,210,USC,,SG
Joe Harris,1500,nba,,False,,33.0,1991-09-06,RET,,9.0,,78,220,Virginia,,SG
Will Magnay,2218,nba,,True,,26.0,1998-06-10,FA,,1.0,,82,234,Tulsa,,C
Santi Aldama,2281,nba,7.0,True,PF,23.0,2001-01-10,ACT,,3.0,2.0,84,215,Loyola (MD),MEM,PF
Zylan Cheatham,2057,nba,,True,,29.0,1995-11-17,FA,,2.0,,77,220,Arizona State,,SF
Jarell Eddie,1542,nba,,True,,33.0,1991-10-30,FA,,3.0,,79,218,Virginia Tech,,SG
Juwan Morgan,2080,nba,,True,,27.0,1997-04-17,FA,,4.0,,79,232,Indiana,,PF
Jordan Clarkson,1534,nba,0.0,True,SG,32.0,1992-06-07,ACT,,10.0,2.0,75,194,Missouri,UTA,SG
Khalifa Diop,2483,nba,,True,,22.0,2002-01-15,FA,,1.0,,83,231,,,C
Patrick Gardner,2692,nba,,True,,25.0,1999-06-16,FA,,1.0,,83,245,Marist,,C
Branden Carlson,2781,nba,15.0,True,C,25.0,1999-06-14,ACT,,0.0,4.0,84,220,Utah,OKC,C
Malcolm Miller,1833,nba,,True,,31.0,1993-03-06,FA,,3.0,,79,210,Holy Cross,,SG
Malcolm Brogdon,1727,nba,15.0,True,SG,31.0,1992-12-11,ACT,,8.0,1.0,76,229,Virginia,WAS,PG
Langston Galloway,1496,nba,,True,,32.0,1991-12-09,FA,,8.0,,73,200,Saint Joseph's,,SG
Kai Jones,2271,nba,23.0,True,C,23.0,2001-01-19,TWO-WAY,,2.0,5.0,83,221,Texas,LAC,C
Patrick Patterson,1323,nba,,True,,35.0,1989-03-14,FA,,11.0,,80,235,Kentucky,,PF
Yante Maten,1962,nba,,True,,28.0,1996-08-14,FA,,1.0,,79,240,Georgia,,PF
Luke Ridnour,1146,nba,,False,,43.0,1981-02-13,RET,,12.0,,74,175,Oregon,,PG
Omri Casspi,1244,nba,,False,,36.0,1988-06-22,RET,,10.0,,81,225,,,SF
Rakeem Christmas,1596,nba,,True,,32.0,1991-12-01,FA,,2.0,,81,250,Syracuse,,PF
Dennis Schroder,1254,nba,17.0,True,PG,31.0,1993-09-15,ACT,,11.0,1.0,73,175,,BKN,PG
Damian Lillard,1444,nba,0.0,True,PG,34.0,1990-07-15,ACT,,12.0,1.0,74,195,Weber State,MIL,PG
Luke Babbitt,1271,nba,,False,,35.0,1989-06-20,RET,,8.0,,81,225,Nevada,,SF
Jalen Slawson,2617,nba,,True,,25.0,1999-10-22,FA,,1.0,,79,215,Furman,,PF
Billy Garrett,1885,nba,,True,,30.0,1994-10-16,FA,,1.0,,78,215,DePaul,,SG
Paolo Banchero,2458,nba,5.0,True,C,22.0,2002-11-12,ACT,,2.0,5.0,82,250,Duke,ORL,PF
Drew Gooden,1114,nba,,False,,43.0,1981-09-24,RET,,14.0,,82,250,Kansas,,PF
Daniel Oturu,2132,nba,,True,,25.0,1999-09-20,FA,,1.0,,82,240,Minnesota,,C
Xavier Henry,1227,nba,,False,,33.0,1991-03-15,RET,,5.0,,78,220,Kansas,,SF
Jeremy Evans,1345,nba,,True,,37.0,1987-10-24,FA,,7.0,,81,200,Western Kentucky,,SF
Chris Babb,1280,nba,,True,,34.0,1990-02-14,FA,,1.0,,77,225,Iowa State,,SG
Brad Wanamaker,1949,nba,,True,,35.0,1989-07-25,FA,,3.0,,75,210,Pittsburgh,,PG
Tyreke Evans,1275,nba,,True,,35.0,1989-09-19,FA,,10.0,,78,220,Memphis,,SG
Josh Minott,2465,nba,8.0,True,SF,22.0,2002-11-25,ACT,,2.0,3.0,80,212,Memphis,MIN,PF
Nate Pierre-Louis,2544,nba,,True,,25.0,1998-12-23,FA,,1.0,,76,205,Temple,,PF
James Ennis,1563,nba,,True,,34.0,1990-07-01,FA,,8.0,,78,215,Long Beach State,,PF
Yongxi Cui,2839,nba,8.0,True,SF,21.0,2003-05-28,TWO-WAY,,0.0,7.0,77,190,,BKN,SG
Semaj Christon,1741,nba,,True,,32.0,1992-11-01,FA,,1.0,,75,190,Xavier,,PG
Reggie Jackson,1427,nba,0.0,True,PG,34.0,1990-04-16,ACT,,13.0,5.0,74,208,Boston College,PHI,PG
Jordan Crawford,1076,nba,,False,,36.0,1988-10-23,RET,,6.0,,77,195,Xavier,,SG
Bruno Fernando,2048,nba,24.0,True,C,26.0,1998-08-15,ACT,,5.0,3.0,81,240,Maryland,TOR,C
Trey Mourning,2248,nba,,True,,29.0,1995-08-21,FA,,1.0,,81,220,Georgetown,,PF
Norris Cole,1374,nba,,True,,36.0,1988-10-13,FA,,6.0,,74,175,Cleveland State,,PG
JT Thor,2272,nba,15.0,True,PF,22.0,2002-08-26,TWO-WAY,,3.0,5.0,81,203,Auburn,CLE,PF
Tolu Smith,2863,nba,,True,,24.0,2000-01-26,FA,,0.0,,83,245,Washington State,,C
Jimmer Fredette,1014,nba,,True,,35.0,1989-02-25,FA,,6.0,,74,195,BYU,,PG
Frank Ntilikina,1757,nba,,True,,26.0,1998-07-28,FA,,6.0,,76,200,,,SF
Lauri Markkanen,1752,nba,23.0,True,SF,27.0,1997-05-22,ACT,,7.0,1.0,84,240,Arizona,UTA,PF
Maxi Kleber,1852,nba,42.0,True,PF,32.0,1992-01-29,ACT,,7.0,2.0,82,240,,DAL,PF
Miles Bridges,1913,nba,0.0,True,PF,26.0,1998-03-21,ACT,,5.0,1.0,79,225,Michigan State,CHA,SF
Marcus Georges-Hunt,1724,nba,,True,,30.0,1994-03-28,FA,,2.0,,77,226,Georgia Tech,,SF
Jrue Holiday,1265,nba,4.0,True,PG,34.0,1990-06-12,ACT,,15.0,1.0,77,223,UCLA,BOS,PG
Derrick Jones,1736,nba,55.0,True,PF,27.0,1997-02-15,ACT,,8.0,1.0,78,210,UNLV,LAC,PF
Skal Labissiere,1746,nba,,True,,28.0,1996-03-18,FA,,4.0,,82,235,Kentucky,,PF
Isaiah Jackson,2260,nba,22.0,True,C,22.0,2002-01-10,ACT,,3.0,8.0,82,225,Kentucky,IND,C
Chris Boucher,1771,nba,25.0,True,PF,31.0,1993-01-11,ACT,,7.0,2.0,81,200,Oregon,TOR,PF
Josh Green,2155,nba,10.0,True,SF,24.0,2000-11-16,ACT,,4.0,1.0,77,200,Arizona,CHA,SG
Toure' Murry,1036,nba,,False,,35.0,1989-11-08,RET,,2.0,,76,198,Wichita State,,SF
Rashard Lewis,1369,nba,,False,,45.0,1979-08-08,RET,,16.0,,82,235,,,PF
Kyle O'Quinn,1491,nba,,True,,34.0,1990-03-26,FA,,8.0,,81,250,Norfolk State,,C
Nick Young,1225,nba,,True,,39.0,1985-06-01,FA,,12.0,,79,210,USC,,SF
Kyle Singler,1142,nba,,False,,36.0,1988-05-04,RET,,6.0,,80,228,Duke,,SF
Mike Tobey,1687,nba,,True,,30.0,1994-10-10,FA,,1.0,,84,260,Virginia,,C
Mason Plumlee,1175,nba,22.0,True,C,34.0,1990-03-05,ACT,,11.0,3.0,82,254,Duke,PHX,C
Donald Sloan,1068,nba,,True,,36.0,1988-01-15,FA,,5.0,,75,205,Texas A&M,,PG
Donovan Clingan,2728,nba,23.0,True,C,20.0,2004-02-23,ACT,,0.0,2.0,86,280,UConn,POR,C
David Duke,2363,nba,7.0,True,PG,25.0,1999-10-13,TWO-WAY,,3.0,6.0,76,200,Providence,SAS,SG
Naz Reid,2036,nba,11.0,True,C,25.0,1999-08-26,ACT,,5.0,2.0,81,241,LSU,MIN,C
Nae'Qwan Tomlin,2841,nba,,True,,23.0,2000-12-19,NWT,,0.0,,82,210,Memphis,,PF
Pacome Dadiet,2732,nba,4.0,True,SF,19.0,2005-07-27,ACT,,0.0,5.0,80,210,,NYK,PG
Isaiah Hartenstein,1934,nba,55.0,True,C,26.0,1998-05-05,ACT,,6.0,1.0,84,250,,OKC,C
Rokas Jokubaitis,2314,nba,,True,,24.0,2000-11-19,FA,,2.0,,76,194,,,PG
Chris Andersen,1367,nba,,False,,46.0,1978-07-07,RET,,15.0,,82,245,Blinn (TX),,PF
Matt Ryan,2375,nba,37.0,True,SF,27.0,1997-04-17,ACT,,3.0,3.0,78,215,Chattanooga,NYK,SF
Salah Mejri,1646,nba,,True,,38.0,1986-06-15,FA,,4.0,,86,235,,,C
Mitch Ballock,2357,nba,,True,,26.0,1998-07-02,FA,,1.0,,77,205,Creighton,,SG
Rodney Hood,1561,nba,,False,,32.0,1992-10-20,RET,,7.0,,80,208,Duke,,SF
Nicolas Laprovittola,1712,nba,,True,,34.0,1990-01-31,FA,,1.0,,76,180,,,PG
Gui Santos,2488,nba,15.0,True,SG,22.0,2002-06-22,ACT,,1.0,7.0,79,218,,GSW,PF
Amar'e Stoudemire,1032,nba,,False,,42.0,1982-11-16,RET,,14.0,,82,245,,,C
Shannon Brown,1022,nba,,False,,39.0,1985-11-29,RET,,9.0,,76,210,Michigan State,,SG
Raul Neto,1641,nba,,True,,32.0,1992-05-19,FA,,7.0,,74,180,,,PG
Marques Bolden,2108,nba,,True,,26.0,1998-04-17,FA,,2.0,,82,249,Duke,,C
Luis Scola,1069,nba,,True,,44.0,1980-04-30,FA,,10.0,,81,240,,,PF
Gustavo Ayon,1255,nba,,False,,39.0,1985-04-01,RET,,3.0,,82,250,,,PF
Kel'el Ware,2726,nba,7.0,True,C,20.0,2004-04-20,ACT,,0.0,3.0,84,230,Indiana,MIA,C
N'Faly Dante,2756,nba,3.0,True,C,23.0,2001-10-19,TWO-WAY,,0.0,6.0,83,265,Oregon,HOU,C
Chris Kaman,1221,nba,,False,,42.0,1982-04-28,RET,,13.0,,84,265,Central Michigan,,C
Anthony Gill,2192,nba,16.0,True,PF,32.0,1992-10-17,ACT,,4.0,6.0,80,230,Virginia,WAS,PF
Alex Fudge,2651,nba,,True,,21.0,2003-05-06,FA,,1.0,,80,200,Florida,,SF
Nikola Vucevic,1486,nba,9.0,True,C,34.0,1990-10-24,ACT,,13.0,1.0,82,260,USC,CHI,C
Ryan Arcidiacono,1753,nba,,True,,30.0,1994-03-26,FA,,6.0,,75,195,Villanova,,PG
Shelvin Mack,1259,nba,,True,,34.0,1990-04-22,FA,,8.0,,75,203,Butler,,PG
Marko Simonovic,2187,nba,,True,,25.0,1999-10-15,FA,,1.0,,84,220,,,C
Anthony Brown,1622,nba,,True,,32.0,1992-10-10,FA,,3.0,,79,224,Stanford,,SF
Monte Morris,1873,nba,23.0,True,PG,29.0,1995-06-27,ACT,,7.0,3.0,74,183,Iowa State,PHX,PG
Jamorko Pickett,2362,nba,,True,,26.0,1997-12-24,FA,,2.0,,81,206,Georgetown,,SF
Trhae Mitchell,2869,nba,,True,,27.0,1997-08-19,FA,,0.0,,78,195,South Alabama,,PG
Kendrick Nunn,1963,nba,,True,,29.0,1995-08-03,FA,,2.0,,75,190,Oakland,,PG
Joakim Noah,1018,nba,,False,,39.0,1985-02-25,RET,,13.0,,83,230,Florida,,C
Caris LeVert,1690,nba,3.0,True,SG,30.0,1994-08-25,ACT,,8.0,2.0,78,205,Michigan,CLE,SG
Earl Clark,1025,nba,,True,,36.0,1988-01-17,FA,,6.0,,82,234,Louisville,,PF
Darius Morris,1102,nba,,True,,33.0,1991-01-03,FA,,4.0,,76,195,Michigan,,PG
Al Harrington,1121,nba,,False,,44.0,1980-02-17,RET,,16.0,,81,245,,,PF
Dillon Jones,2727,nba,3.0,True,PF,23.0,2001-10-29,ACT,,0.0,2.0,77,235,Weber State,OKC,PF
Chris Douglas-Roberts,1156,nba,,False,,37.0,1987-01-08,RET,,6.0,,79,210,Memphis,,SG
Mike Young,1775,nba,,True,,30.0,1994-09-05,FA,,1.0,,81,235,Pittsburgh,,PF
Reece Beekman,2775,nba,3.0,True,PG,23.0,2001-10-08,TWO-WAY,,0.0,4.0,73,198,Virginia,GSW,PG
Mitch McGary,1574,nba,,True,,32.0,1992-06-06,FA,,2.0,,82,255,Michigan,,PF
